,Mean,SD
AATS0se,-3.6287259777512124e-05,5.596181835270052e-05
AATS1se,0.0001262550952129793,8.524943088069878e-05
AATS2se,0.00017125053249558153,6.803270548946271e-05
AATS3se,0.00023025270695986588,0.00012072510028243586
AATS4se,0.0015278682175446701,0.00040785819849131647
AATS5se,7.018901518281994e-05,1.158539398761734e-05
AATS6se,0.0003949127850336298,0.00013739869358940596
AATS7se,0.0021476614969930365,0.00044121541144972115
AATS8se,0.0009634968051782988,0.0002864590935829904
AATS0pe,-4.8669555708480415e-06,2.1860697646327485e-05
AATS1pe,-4.2088133576712036e-05,1.819123986101348e-05
AATS2pe,0.00015818710848123363,9.867352832157644e-05
AATS3pe,1.6852152800739262e-05,1.8125692965605782e-05
AATS4pe,5.1728163906017424e-05,2.513917628929588e-05
AATS5pe,1.749610685269909e-05,1.9772631959153796e-05
AATS6pe,0.00023703826767584868,0.00012091828574222082
AATS7pe,0.0007735627260334499,0.00020187496944343053
AATS8pe,0.00027143677492670327,0.00013226588605997947
AATS0are,2.686394717343887e-07,4.663730637038085e-06
AATS1are,0.00014029298836427674,3.886810147875822e-05
AATS2are,0.0002975439645832911,0.00011460618142508815
AATS3are,3.536554614959053e-05,2.6863008861201747e-05
AATS4are,6.583275734288741e-05,4.736200599752348e-05
AATS5are,0.00016979819957194665,0.00010290735311808346
AATS6are,0.00014558838293757815,8.520089825697047e-05
AATS7are,0.00014058960567443491,0.00013890218632756253
AATS8are,-3.4106388607790805e-07,3.816068357914803e-05
AATS0p,0.0012711392410068023,0.0004540413021074349
AATS1p,0.00040403296218592953,8.365450534047739e-05
AATS2p,0.00033550432271594043,0.0001241745600892032
AATS3p,0.0008842989043982618,0.00017010439536084034
AATS4p,0.00023319768036993426,3.98605150365464e-05
AATS5p,0.0003888550357089238,0.0002080383548141276
AATS6p,-7.2051416110108235e-06,2.6739561107709334e-05
AATS7p,0.0007862595065781464,0.00017787832313738956
AATS8p,0.020760244704457996,0.004953413192484128
AATS0i,0.00034705801590600993,0.00019680788723740606
AATS1i,0.0010364547727571226,0.00024216447211364644
AATS2i,0.0004832743991086463,9.192951962375964e-05
AATS3i,0.00038741696783106683,9.508450919679179e-05
AATS4i,0.00021952288167578215,0.00010487229176625349
AATS5i,0.0016884469642703959,0.000274771471856518
AATS6i,0.0007627567856780093,0.00025218096767269074
AATS7i,0.000416666027790058,0.00017722728108275225
AATS8i,0.0011388962541559744,0.00023287230196545095
ATSC0c,0.0005640557655468669,7.43398875662864e-05
ATSC1c,0.002186230733598293,0.00039858970307282124
ATSC2c,0.000776056809094361,0.00013770499798749624
ATSC3c,0.0006899118334692034,0.00012919530063111204
ATSC4c,0.0076944519402322945,0.002412217443819527
ATSC5c,0.0005962377665331808,0.0001383632574580657
ATSC6c,0.00016966161269245107,0.00012595508879171034
ATSC7c,0.0003320042965828551,0.0001272165786702706
ATSC8c,0.00020855851374550481,7.728573035220691e-05
ATSC0dv,0.00020788598121034284,6.072848386569842e-05
ATSC1dv,0.0006366769699936436,0.00020773835827957784
ATSC2dv,0.000806430871148145,0.00021070522908502154
ATSC3dv,6.200873163338949e-05,4.992384148977301e-05
ATSC4dv,0.0004962554630259075,0.00013634818250956904
ATSC5dv,4.3069056103750555e-05,2.8552979865055645e-05
ATSC6dv,0.00015273810709705017,4.49519436224635e-05
ATSC7dv,0.0001922971020952069,9.530757748808943e-05
ATSC8dv,3.12491927962677e-05,2.187951870736035e-05
ATSC0d,1.94277878921012e-05,1.2535725826676041e-05
ATSC1d,0.0006780610240601726,0.0002157775518408629
ATSC2d,0.0005796206514691593,0.00019895788307959273
ATSC3d,0.00033190518080034037,0.00012595112329596205
ATSC4d,0.0002546559793557113,9.710746370489e-05
ATSC5d,0.0013803260953607066,0.00042948878102736995
ATSC6d,0.0001550382103672532,4.153554207460276e-05
ATSC7d,0.00011742959276220822,5.521746390226124e-05
ATSC8d,0.00017256281420905407,0.00010562531353866937
ATSC0s,0.0003913709722753511,7.988571638856322e-05
ATSC1s,0.0001868606320916677,6.380530647624994e-05
ATSC2s,9.25211238196777e-05,3.693300822390499e-05
ATSC3s,0.011866216815038234,0.0027708134870611575
ATSC4s,0.0008768331985173794,0.00013007276628683565
ATSC5s,0.00046789653773302573,0.0002134289226124978
ATSC6s,2.7104512344100495e-05,3.3509725549303343e-05
ATSC7s,0.0003229808173330961,6.112563532144652e-05
ATSC8s,0.00027741630870729004,0.00022533555136326975
ATSC0Z,-2.8281778154948254e-07,3.1788512242578227e-06
ATSC1Z,0.0006581076591117508,0.00016057677871268632
ATSC2Z,0.004074152977586598,0.0006845549542772663
ATSC3Z,2.3829083694537623e-05,2.0265635508310906e-05
ATSC4Z,7.131791300137857e-05,0.0001379959848684421
ATSC5Z,-1.9666957060793243e-06,5.104444653657124e-05
ATSC6Z,0.00027677607555386395,8.36517742540677e-05
ATSC7Z,0.0001941537588367681,9.198779712168582e-05
ATSC8Z,0.0010679842511969518,0.00018213701927490946
ATSC0m,0.0005620119449979754,0.00010612565911747206
ATSC1m,0.004118192001456422,0.0008047433355121389
ATSC2m,0.003820807143523863,0.0008639610676841735
ATSC3m,0.0002803685479814244,0.0001525686560911979
ATSC4m,3.955892853176879e-05,1.6265135825862186e-05
ATSC5m,4.1662056045910224e-05,2.0003537466742083e-05
ATSC6m,0.0001763253420886568,0.00011566272399831854
ATSC7m,0.0007136174767859771,0.00017767330715751312
ATSC8m,0.0008902418894897512,0.00025363004417828844
ATSC0v,6.42329575233358e-06,1.1705095332088819e-05
ATSC1v,4.808057270999644e-06,6.338095353651965e-05
ATSC2v,0.0004088353830244085,0.00016482726453015113
ATSC3v,0.0010433419431690849,0.0002857023063766965
ATSC4v,0.00043660374725770226,0.0001542139634501734
ATSC5v,0.0009853757608960013,0.00031952351174897343
ATSC6v,0.0011442665719495037,0.000381013605151981
ATSC7v,6.234518167845815e-05,3.396884894580671e-05
ATSC8v,7.849651185014573e-05,5.156490663379634e-05
ATSC0se,0.00015641226848737145,7.156974849391276e-05
ATSC1se,0.0004237605319370785,9.577460551982678e-05
ATSC2se,0.0001059578502584535,9.276082140664539e-05
ATSC3se,0.0005661720238153145,0.00017680670244144187
ATSC4se,0.0024612117921621436,0.0004744440359292909
ATSC5se,0.0016373206826103103,0.0005776555050038633
ATSC6se,0.00029411932647779306,0.00013430773002123719
ATSC7se,0.001581394558415894,0.00048305452891082975
ATSC8se,-5.465345940192101e-06,8.7529623731943e-06
ATSC0pe,0.00030710120677741594,0.00019748594246972434
ATSC1pe,0.000136758396010761,7.59548378337181e-05
ATSC2pe,3.1277552742203786e-05,5.54949957781063e-05
ATSC3pe,0.00010940583434395634,2.78230354593643e-05
ATSC4pe,0.0022140376616909597,0.0002790898632624333
ATSC5pe,5.187176731644705e-05,2.7728810900249502e-05
ATSC6pe,0.0001829735503241392,3.0057434551648253e-05
ATSC7pe,0.0002632907351139413,0.00013033878350363165
ATSC8pe,-1.931253084531681e-05,5.400975749490842e-05
ATSC0are,0.00025391283135342004,6.465189867631579e-05
ATSC1are,0.0002929182631411065,0.00013349814999934857
ATSC2are,-4.062818716377148e-06,1.1690689107242699e-05
ATSC3are,6.110050569440029e-05,5.29567181111099e-05
ATSC4are,0.016658082049585653,0.004001006581991406
ATSC5are,0.0008649945736886267,0.00024029353598931065
ATSC6are,-5.247055684043378e-06,1.469293242884854e-05
ATSC7are,0.0002824320808160752,0.00012377175602988215
ATSC8are,0.0005175712790619347,0.000144059991805712
ATSC0p,2.6006454636229303e-05,1.3747824655225812e-05
ATSC1p,0.0007960082244212185,0.00022728624913490275
ATSC2p,7.4486157370823315e-06,2.3550201835003714e-05
ATSC3p,0.0019468103457935925,0.0006353369431048151
ATSC4p,0.0007224512530220051,0.0002175326388497885
ATSC5p,0.0008982777740634384,0.00022180933955817493
ATSC6p,0.00016825772436676045,7.626669254504089e-05
ATSC7p,0.0007979657260061557,0.00014165735027562863
ATSC8p,9.123709034427607e-05,3.4613630856963364e-05
ATSC0i,0.00015608925803860528,6.942168410501892e-05
ATSC1i,0.00020443228546966895,0.00012410903493482892
ATSC2i,0.00023059241967935407,9.703453016031858e-05
ATSC3i,0.0005880594284474516,0.0001258007589701552
ATSC4i,0.000882719178737057,0.00012575506313576595
ATSC5i,0.0005508156186713852,0.00018831760296426485
ATSC6i,0.0006178765365542404,9.806719085411622e-05
ATSC7i,0.0006113169986091682,0.00028685519186781583
ATSC8i,0.0006035367332728802,0.00015696482326663617
AATSC0c,2.118380857041302e-06,1.5112197951535067e-05
AATSC1c,0.0050462591978284845,0.000885930129867361
AATSC2c,0.0004513342685847466,0.00017655741576923654
AATSC3c,0.0004097719289938739,8.810847568132158e-05
AATSC4c,0.0006053043414972036,0.0002728129658097099
AATSC5c,0.0005733318424324341,7.366410235379627e-05
AATSC6c,0.0002538009144954723,0.000127590023485849
AATSC7c,0.0005622709096789302,8.202601223165527e-05
AATSC8c,1.8246793724274736e-05,4.7147746977071846e-05
AATSC0dv,0.00016767952932771334,4.259410682694382e-05
AATSC1dv,0.0009617627776502102,0.0003779188360374887
AATSC2dv,0.0007748385895869237,0.00030403352562943087
AATSC3dv,5.531707914396833e-05,2.8311102668351116e-05
AATSC4dv,3.8464869796317466e-05,3.591280451236132e-05
AATSC5dv,8.590868276149299e-05,4.186094389194078e-05
AATSC6dv,0.0005545894149117214,0.00019904453404896385
AATSC7dv,0.0004392036249027842,7.681209307450119e-05
AATSC8dv,0.00010133514538749334,4.763944750678781e-05
AATSC0d,9.500849036414571e-05,0.0001885075536537194
AATSC1d,7.166593853463743e-05,7.16208527800992e-05
AATSC2d,-6.179374216541689e-06,1.738038123883085e-05
AATSC3d,-4.822140469706859e-06,2.268155649950319e-05
AATSC4d,0.0001858699748729209,8.331809394260724e-05
AATSC5d,0.00011601440193772516,5.4762161837120096e-05
AATSC6d,0.0012361896419995078,0.0005805998148645649
AATSC7d,9.030276855381825e-05,6.645768022255584e-05
AATSC8d,0.0007182863385001292,0.0002161522416375684
AATSC0s,0.0012863804360323417,0.0003405872296338566
AATSC1s,3.552834058840881e-05,5.3844535528308224e-05
AATSC2s,0.0007580453021349909,0.0002844917119935032
AATSC3s,0.0009678062001977405,0.00014120777063008415
AATSC4s,0.0003208034346523725,0.00015618599159096302
AATSC5s,2.114810999785943e-05,1.6042351692042262e-05
AATSC6s,1.2464326704497709e-05,1.539959482659034e-05
AATSC7s,0.0015563238739475516,0.00023356498013079338
AATSC8s,5.7141194793419724e-05,4.212947529733883e-05
AATSC0Z,0.0003966039577539826,9.059303463270372e-05
AATSC1Z,3.7706484060895386e-05,5.2400025947594516e-05
AATSC2Z,0.001019600794377784,0.00032077677057351834
AATSC3Z,5.4153595119466044e-05,3.340235820631159e-05
AATSC4Z,8.938547459458324e-06,2.3296942978572934e-05
AATSC5Z,0.0003467966205388473,6.85331493600962e-05
AATSC6Z,1.3461482349863551e-05,3.475100678608662e-05
AATSC7Z,0.0004036704639662103,5.8214609627731694e-05
AATSC8Z,8.00856916582493e-05,0.0001243976414912056
AATSC0m,3.298305955365954e-05,3.8912472458939894e-05
AATSC1m,0.0006334379239958943,0.00011699010812382599
AATSC2m,0.001618844128924668,0.0006162790283217402
AATSC3m,0.0004293840080263567,0.00010498377924545041
AATSC4m,0.00014873154209309457,8.777612220338529e-05
AATSC5m,0.000466464305162273,0.00015146822995972578
AATSC6m,3.322301227145497e-05,8.262291819313441e-06
AATSC7m,0.0014394095211865854,0.0004360715279812574
AATSC8m,-6.874297750494306e-05,0.000217023353051943
AATSC0v,0.00013845351980888986,3.3375034367499824e-05
AATSC1v,0.0003595834743613913,0.00015170462427918868
AATSC2v,3.434404092020893e-05,3.5116754185172024e-05
AATSC3v,0.0012535284875091813,0.00042631077151315626
AATSC4v,1.9449675709892756e-05,2.789484888379326e-05
AATSC5v,0.0005146694048032918,0.00017299163140358295
AATSC6v,0.0005530546136202185,0.0001448707872007983
AATSC7v,0.0002478119002506829,0.00013386291250751562
AATSC8v,3.1561845733274474e-05,6.037214858299409e-05
AATSC0se,0.00011452291172389106,5.681325081453031e-05
AATSC1se,0.0006317573151835565,8.938057460646056e-05
AATSC2se,0.0005356742106181756,0.0002364798243361831
AATSC3se,9.913026131775915e-05,4.103331878272441e-05
AATSC4se,0.011950187174555838,0.0018887933121644234
AATSC5se,0.0022469209143976764,0.00048241187002725627
AATSC6se,0.00022440477325753606,0.00010730919874775968
AATSC7se,0.0012304407137092687,0.0002409284595246812
AATSC8se,0.0002483901160632462,8.221545477495662e-05
AATSC0pe,0.00044567170526523816,0.00017725569481478478
AATSC1pe,0.0001026377334611861,2.1474149125257375e-05
AATSC2pe,3.8326424629642196e-06,5.041251312249289e-06
AATSC3pe,-8.469132725896777e-07,6.5527205833461245e-06
AATSC4pe,0.006896381946492081,0.0012394708704243705
AATSC5pe,5.541949144586278e-05,5.613887125674282e-05
AATSC6pe,0.00025197266977209363,0.00010878951688593251
AATSC7pe,7.587296571351932e-05,2.0649174528023427e-05
AATSC8pe,0.00013119393079542575,4.9110022173029535e-05
AATSC0are,0.0002186459205038238,7.997001788740661e-05
AATSC1are,6.074048057105319e-05,2.5734305413411475e-05
AATSC2are,9.811323715496201e-05,2.123454132851874e-05
AATSC3are,0.00015476946611742148,5.918045753364844e-05
AATSC4are,0.0061029045053056395,0.0011946462696136913
AATSC5are,0.0002857308510105905,0.00013555058259022686
AATSC6are,-4.806411396118815e-06,2.4563705695526638e-05
AATSC7are,0.0008690150589377943,0.0002075549170107948
AATSC8are,0.000368527963003884,8.249177299360075e-05
AATSC0p,0.0008745856994099577,0.00020218075974969267
AATSC1p,0.00016513929593756638,7.266031866465101e-05
AATSC2p,0.00012362492283007898,3.854158382115433e-05
AATSC3p,0.0014141745287898245,0.0005710265766750446
AATSC4p,0.00047520014187495406,0.00013403722054941677
AATSC5p,0.00023276842517913065,0.00014843794306505987
AATSC6p,9.972870463056393e-05,9.18481110928071e-05
AATSC7p,0.00033045590433495865,9.788101839764175e-05
AATSC8p,-7.1570985437419136e-06,7.737562904752025e-06
AATSC0i,-1.3695539634972497e-05,3.331975620401329e-05
AATSC1i,0.00030870893868913953,0.00012136303293529454
AATSC2i,2.7338491461381677e-05,2.8234869622546514e-05
AATSC3i,0.0003738747835405065,0.00018895166313343025
AATSC4i,0.0004374905273596408,0.00013210698247703175
AATSC5i,0.00011901795130939697,9.073123784713575e-05
AATSC6i,0.0008556825137426172,0.000383044120538856
AATSC7i,0.0003219417698062443,0.00015595344130537862
AATSC8i,2.2650142782987272e-05,4.415361001598226e-05
MATS1c,0.00698382110944531,0.001414358948273877
MATS2c,0.001184167531135627,0.00020364390755777645
MATS3c,0.0006713254333627683,0.00021598358255162255
MATS4c,0.004359100435340613,0.0015239586664030596
MATS5c,-2.5394949538148916e-05,2.3844595077506603e-05
MATS6c,4.419582412673595e-05,3.5275708070513596e-05
MATS7c,0.0007417415306011921,0.0001181837541361525
MATS8c,0.0005053113095137007,0.0001707343351659509
MATS1dv,0.0006012353705585283,0.00021938300336687015
MATS2dv,0.00036324948718736706,0.00017960323119801328
MATS3dv,0.0001044417879803361,6.036128422535983e-05
MATS4dv,0.00016701930323284042,4.263308246995633e-05
MATS5dv,4.567474075767297e-05,4.003068410159256e-05
MATS6dv,-6.3429223371658235e-06,1.2070214596607965e-05
MATS7dv,0.0004929594783217861,0.00011328180392016038
MATS8dv,0.0002960894896330335,7.403539395693538e-05
MATS1d,0.0007829128725994172,0.0002976106229613534
MATS2d,0.00017056112486122377,8.84131527009209e-05
MATS3d,-7.052307944654946e-06,2.088861395302648e-05
MATS4d,0.0001308006294699515,3.535535942900324e-05
MATS5d,0.0003633338535361186,0.00031425407363674544
MATS6d,0.0004859525586533908,0.0001789799728628954
MATS7d,0.0005292022684334041,0.00012066639763746802
MATS8d,5.1776427953742485e-05,1.4885208719921082e-05
MATS1s,0.0004855596482778446,0.00017609187237845815
MATS2s,0.0005854046406060687,0.00012630047218400287
MATS3s,0.0015896914592428812,0.0005935363609643975
MATS4s,0.0004605931417059894,0.00010813810831258881
MATS5s,7.328883860455715e-05,4.146088983374738e-05
MATS6s,-2.8306595604388197e-05,7.280831216285543e-05
MATS7s,0.0006815154332900253,0.00015905273358205526
MATS8s,0.00013647635630378296,3.448024731800099e-05
MATS1Z,-5.798155430514207e-06,6.9590341116302335e-06
MATS2Z,0.004195103544096146,0.0009847937456678307
MATS3Z,0.00026701800945077013,6.914303746900132e-05
MATS4Z,0.0003349760818559644,0.0001500952306992153
MATS5Z,0.00022263999030053272,6.813901898307155e-05
MATS6Z,0.0008297481699694242,8.172127363622522e-05
MATS7Z,1.947398589816629e-05,2.188487844484682e-05
MATS8Z,1.718321508806797e-05,2.435849997461229e-05
MATS1m,0.0005061743313836021,0.00010153704492497336
MATS2m,0.0007654984420418232,0.0002745057700307372
MATS3m,0.0005231058093331465,9.623231740410117e-05
MATS4m,-1.527413934709898e-06,2.7574485795768268e-05
MATS5m,0.00015235559209751947,5.9215001321698e-05
MATS6m,0.0018377172576059197,0.00022341643217080575
MATS7m,8.923636977832272e-05,8.809713999346624e-05
MATS8m,0.00019193990722859988,9.875444089237674e-05
MATS1v,5.0794705565126995e-06,4.804843203347644e-05
MATS2v,0.0002756803239349237,0.00016493733851502768
MATS3v,0.0012684775712244912,0.0002505665114110583
MATS4v,8.692660058745583e-05,5.07912740266697e-05
MATS5v,6.685771858727652e-05,3.543946095373536e-05
MATS6v,0.0002213374267305168,0.00010034459409594452
MATS7v,0.0006936957962912826,0.00014399669707698592
MATS8v,0.0004899953531612433,0.00017223435370337546
MATS1se,0.0018836183231338622,0.0004473189279152395
MATS2se,3.7119710203892266e-05,3.06501351658235e-05
MATS3se,6.780601051727952e-05,2.6855011879203323e-05
MATS4se,0.0001385015930107647,7.488188533545469e-05
MATS5se,0.002948908481886181,0.0005777682545612696
MATS6se,0.0005324345018849375,0.0001339750639414994
MATS7se,0.0006896442555343385,0.00036291190749397514
MATS8se,0.00037596479447271625,0.0003011378300225646
MATS1pe,0.000753620481980255,8.6586232692817e-05
MATS2pe,1.5477575225064654e-05,8.049577250823036e-06
MATS3pe,-8.360211706470722e-06,1.3048666623758603e-05
MATS4pe,0.0010754644009364988,0.0003452891923713701
MATS5pe,0.0017144916774749386,0.0003765171576323965
MATS6pe,0.00026491235082026776,9.203248776931149e-05
MATS7pe,9.209884801621992e-05,4.7923869399590163e-05
MATS8pe,0.00042172366225455836,0.00011857169697197301
MATS1are,0.0002967803593449503,9.572739366714802e-05
MATS2are,4.62613286196123e-05,1.3312051276327657e-05
MATS3are,0.00012978737094430093,9.430767076542597e-05
MATS4are,0.0010329409248093445,0.0002620265548864413
MATS5are,0.0010952385656309183,0.0002820045159547289
MATS6are,0.00032957700871371064,0.00010216861398990863
MATS7are,7.982401743722445e-06,4.421339417352181e-05
MATS8are,0.00047936585996602996,0.00014634614103154346
MATS1p,0.00012823510796239335,5.493485155800987e-05
MATS2p,0.00025062696411380924,0.0001339477247520527
MATS3p,0.00011511752862548574,4.694340261993451e-05
MATS4p,0.0005625451686052552,0.00014359163778134706
MATS5p,9.995497631885009e-05,2.965111731097292e-05
MATS6p,0.00014347137583817782,6.363101572520358e-05
MATS7p,0.0004661367600104716,0.00011029992927385266
MATS8p,2.3711945741811125e-05,5.7834402914304116e-05
MATS1i,0.00022585696730859084,7.229565182936328e-05
MATS2i,1.594248740984794e-05,2.2329627261277688e-05
MATS3i,0.00029538515212058637,0.0001163515715952364
MATS4i,0.0005012446336040366,0.0001197619406509731
MATS5i,0.0007057120453858757,0.0001630163924491827
MATS6i,0.0002675756091137793,4.290388488905126e-05
MATS7i,6.805019094935361e-06,8.374120228379042e-06
MATS8i,0.0004243298995972644,0.00011107927130792178
GATS1c,0.0001713226913611643,7.130412407019338e-05
GATS2c,0.0014700795011882595,0.0003571166384056409
GATS3c,0.007446960735318841,0.001515524604210423
GATS4c,0.001302648857671862,0.00024387275917340658
GATS5c,0.0027620725403578517,0.0004780006734822929
GATS6c,0.000540946528225128,9.200326239221601e-05
GATS7c,0.001233153723962288,0.0002562898836967558
GATS8c,0.0034929125444717714,0.00033328428134614147
GATS1dv,0.0001591992234215689,0.00018439324328870844
GATS2dv,0.001749869402279891,0.00036689752179692005
GATS3dv,0.0023550374332568015,0.0004013438434346793
GATS4dv,0.00210246097510155,0.0003900534776347901
GATS5dv,0.0005912872046707873,0.00010225747455025453
GATS6dv,2.8985714193152658e-05,4.638319032956914e-05
GATS7dv,0.00014727776860878894,6.039703155210459e-05
GATS8dv,0.001493270371351474,0.0002915944430894705
GATS1d,0.0002798232604411144,0.00012789432464237955
GATS2d,-2.6772791035589717e-05,4.226794861341279e-05
GATS3d,0.0007564271090421904,0.00026222247971440226
GATS4d,3.6813382761291536e-06,5.230888439450853e-05
GATS5d,0.000357969485601739,0.00010167581365641044
GATS6d,0.002200648252554671,0.0006275539372961754
GATS7d,0.0004406612444095126,8.120531263621044e-05
GATS8d,0.0006304292590955995,0.00018961625231784667
GATS1s,0.00034903463431537054,0.0001344278094245897
GATS2s,3.372267669944362e-05,2.5837383732987203e-05
GATS3s,0.00254394759106632,0.0005661298762572961
GATS4s,0.0008800077578476007,0.00018015257858234807
