Name,PEOE_VSA10,AATS8p,ATSC4are,AATSC4se,ATSC3s,SlogP_VSA10,VSA_EState4,nFaRing,ATSC4c,GATS3c
sesamol,0.12359388469013864,0.0,0.6602532638681614,0.6947009378575595,0.18242476262073593,0.0,0.0,0.0,0.613311927961649,0.42197190614461677
sesamin,0.0,0.742208228156026,0.4742478113628648,0.4134848291125306,0.22931669455471837,0.0,0.16224188463585873,0.0,0.4204763443726791,0.13537672562494407
sesamolin,0.12359388469013864,0.6999828358221544,0.5130921307600422,0.48565726689359556,0.20515443100543407,0.0,0.0782684453259737,0.0,0.5680186660032046,0.3841667132742659
